,ITEM_NM,RATE,CONTENT,TAG,WRITE_DT
235,선택: 기본(머리고기+내장+순대),4,큰아들이순대국먹고시ㅃ다면여기서주문,"유통기한꽤 남았어요,포장적당해요,맛 만족도맛있어요,",20240806
236,선택: 살코기+순대,4,순대에서냄새도안ㅇ나고맛있어요,"유통기한꽤 남았어요,포장적당해요,맛 만족도맛있어요,",20240806
237,선택: 살코기+순대,5,좋아요 맛나요굿굿,"유통기한꽤 남았어요,포장꼼꼼해요,맛 만족도맛있어요,",20240806
238,선택: 기본(머리고기+내장+순대),5,칼칼해요 구수하고요맛남,"유통기한꽤 남았어요,포장꼼꼼해요,맛 만족도맛있어요,",20240806
239,선택: 기본(머리고기+내장+순대),5,순대국 생각나면 여기서 사서 먹습니다.,"유통기한꽤 남았어요,포장적당해요,맛 만족도맛있어요,",20240806
240,선택: 기본(머리고기+내장+순대),5,순대국이 먹고 싶어서 라이브로 주문했어요 더운날 외식하러 나가는것도 귀찮고 땀나고ㅋ 혹시 몰라 3팩만 주문해봤는데 포장이 꼼꼼해서 마음에 듭니다 날이 더워서 해동되어 왔지만 냉기가 충분히 있어서 제일 많이 녹은거 하나빼고 재냉동했어요 저녁에먹을껀데 빨리 먹어보고 싶네요 ㅎㅎ,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240806
241,선택: 기본(머리고기+내장+순대),5,옆집언니 통해서 할인할때 10팩샀는데 진짜 맛있게 잘먹고 있어요. 행사하며 또 사야되는데 기다리고있거든요.,"유통기한꽤 남았어요,포장꼼꼼해요,맛 만족도맛있어요,",20240806
242,선택: 기본(머리고기+내장+순대),5,밀키트치곤 맛도 좋고 양도 적당하고 굿,"유통기한꽤 남았어요,포장적당해요,맛 만족도맛있어요,",20240806
243,선택: 기본(머리고기+내장+순대),5,맛있어요.맛있어요.,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240806
244,선택: 기본(머리고기+내장+순대),5,어머니도 드럇ㅆ느넫 좋아하세요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240806
245,선택: 기본(머리고기+내장+순대),5,저렴할때 냉동실에 넣어두고 먹어요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240806
246,선택: 기본(머리고기+내장+순대),5,이번에는 배송도 빠르고 일단 맛이있어요 저장음식으로 넘 좋아요,"유통기한꽤 남았어요,포장꼼꼼해요,맛 만족도맛있어요,",20240806
247,선택: 살코기+순대,5,매장에서 먹던 맛과 굉장히 일치합니다.,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240806
248,선택: 순대만,5,잘받았습니다 잘먹을께요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240805
249,선택: 기본(머리고기+내장+순대),5,일반인들한테는 양념장 절반 정도가 적당할 것 같아요. 맛납니다.,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240805
250,선택: 기본(머리고기+내장+순대),5,진짜 엄청 맛있어요!!!,"유통기한꽤 남았어요,포장꼼꼼해요,맛 만족도맛있어요,",20240805
251,선택: 기본(머리고기+내장+순대),5,너무 더운데 집에서 간단히 밀키트로 좋습니다 맛도 쵝오 재주문했어요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240804
252,선택: 기본(머리고기+내장+순대),5,재주문5번째입니다 여전히 맛있게 잘 먹고있습니다,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240804
253,선택: 기본(머리고기+내장+순대),4,맛있는데 배송 거진 일주일걸림..,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240804
254,선택: 살코기+순대,5,아이들이 잘 먹어서 방학때 유용하네요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240804
255,선택: 순대만,2,리뷰엔 야채있는걸 봤는데 쏙빠져있어서 만족스럽지않았습니다. 이거 먹으려면 부추따로 사야합니다~,"맛 만족도평범해요,유통기한아주 넉넉해요,포장적당해요,",20240804
256,선택: 기본(머리고기+내장+순대),5,두번째 구매예요.요번엔 10팩 구매해서 냉동고에 쟁여뒀어요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240803
257,선택: 기본(머리고기+내장+순대),5,냄새 안나고 맛있어요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240803
258,선택: 기본(머리고기+내장+순대),5,맛있게 잘 먹겠습니다,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240802
259,선택: 살코기+순대,5,맛있어요~~ 순대만국밥으로 주문할께요,"유통기한꽤 남았어요,포장꼼꼼해요,맛 만족도맛있어요,",20240802
260,선택: 기본(머리고기+내장+순대),5,자주시켜요 양도 많구요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240801
261,선택: 순대만,5,맛있어요 굳이예요ᆢ,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240801
262,선택: 기본(머리고기+내장+순대),5,자주시켜먹어요 정말ㅇ맛있어요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240801
263,선택: 기본(머리고기+내장+순대),5,맛있게 먹었습니다. 감사합니다,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240730
264,선택: 순대만,5,맛있게 먹었습니다. 감사합니다,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240730
265,선택: 살코기+순대,5,맛있게 먹었어요. 감사하빈다.,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240730
266,선택: 기본(머리고기+내장+순대),5,가끔 간간히 생각 나는 맛... 엄청 특별한 맛은 아닌데 그래서 더 생각 나네요. 추가로 주문했습니다 ㅎㅎ,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240729
267,선택: 살코기+순대,5,맛있어요..재구매 갑니다..,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240728
268,선택: 기본(머리고기+내장+순대),5,맛있어요..더운날 반찬 없을때 딱이네요..,"유통기한꽤 남았어요,포장적당해요,맛 만족도맛있어요,",20240728
269,선택: 기본(머리고기+내장+순대),5,얼큰칼칼해요 술마신다음날 해장하기 좋아요 알콜섞인 땀을 한바가지 흘렸네요,"유통기한꽤 남았어요,포장꼼꼼해요,맛 만족도맛있어요,",20240728
270,선택: 살코기+순대,5,얼큰칼칼해요 술마신다음날 해장하기 좋아요 알콜섞인 땀을 한바가지 흘렸네요,"유통기한꽤 남았어요,포장꼼꼼해요,맛 만족도맛있어요,",20240728
271,선택: 순대만,5,배송아주빠르고 맛있어요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240728
272,선택: 순대만,4,순대만 있는 제품이랑 살코기 있는 제품 두개 샀는데 전 순대만 있는 제품이 더 맛있었네요,"맛 만족도평범해요,유통기한아주 넉넉해요,포장꼼꼼해요,",20240727
273,선택: 살코기+순대,4,그럭저럭 평범한 맛이었습니다,"맛 만족도평범해요,유통기한아주 넉넉해요,포장꼼꼼해요,",20240727
274,선택: 기본(머리고기+내장+순대),5,양 많고 맛있어서 재구매했습니다. 몇번 더 시킬 예정이에요:),"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240726
275,선택: 살코기+순대,5,"포장 너무 깔끔하고, 순대 맛있어요 특히 다대기가 진짜 맛있어요!!! 따로 구매하고 싶을정도로","유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240726
276,선택: 살코기+순대,5,시중 웬만한 순대국집 싸다구를 날립니다.,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240725
277,선택: 기본(머리고기+내장+순대),5,진짜 맛있었어요!!! 최고!!,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240725
278,선택: 순대만,5,맛있어서 재구매했어요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240725
279,선택: 기본(머리고기+내장+순대),5,맛있어서 재구매했어요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240725
280,선택: 기본(머리고기+내장+순대),5,먹을만해요 양념장이 괜찮았어요~,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240724
281,선택: 살코기+순대,4,짭짤해서 술안주로좋음,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240724
282,선택: 기본(머리고기+내장+순대),4,짭짤해서 술안주로좋음,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240724
283,선택: 살코기+순대,4,다른상품많이구매했지만양도그만하면됬고.아쉬웠던점은.싱겁게다데기많들면.또신청해야지,"유통기한꽤 남았어요,포장꼼꼼해요,맛 만족도맛있어요,",20240724
284,선택: 기본(머리고기+내장+순대),5,맛있긴 한데 너무 비싸요...,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240724
285,선택: 기본(머리고기+내장+순대),3,제가 여기 3번째 시켜먹는데요.. 맛은 있습니다 그래서 3번 시켜먹었구요 근데 포장상태가 너무해서 리뷰란걸 써보네요 냉동제품인데 아이스팩 2개만 달랑 들어있고 배송이 빠르면 뭐합니까 빨라도 항~~~상 녹아있네요 참... 맛은 있지만 거시기하네요..,"유통기한아주 넉넉해요,포장별로예요,맛 만족도맛있어요,",20240724
286,선택: 기본(머리고기+내장+순대),5,아이들도 맛있다고 너무 잘 먹었어요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240723
287,선택: 기본(머리고기+내장+순대),5,무배로 왕창 주문 ㅋㅋ비도 마니 오니 자꾸 생각나요!,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240723
288,선택: 살코기+순대,5,말이 필요 없는 맛! 신랑도 저도 인정!,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240723
289,선택: 순대만,5,배송은 오래~~ 4일 걸리고 미리 공지 주셨어요~ 기다려도 맛있고 냄새 없고 이번엔 쟁여 놨어요!! 신랑도 만족!! 와우!!,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240723
290,선택: 기본(머리고기+내장+순대),5,한팩 먹어봤는데 맛있습니다,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240723
291,선택: 기본(머리고기+내장+순대),5,3번째 주문완료 입니다. 쟁여놓고 먹고있어요. 아주 맛나고 좋습니다.,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240722
292,선택: 기본(머리고기+내장+순대),5,맛있게 먹었습니당.,"유통기한아주 넉넉해요,포장적당해요,맛 만족도맛있어요,",20240722
293,선택: 기본(머리고기+내장+순대),5,두말할필요없는맛입니다.계속시켜먹을게요.번창하세요.,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240722
294,선택: 살코기+순대,5,두말할소리가없는 맛입니다.계속시켜먹을게요.번창하세요.,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240722
295,선택: 기본(머리고기+내장+순대),5,매콤하니 순대국 맛있어요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240722
296,선택: 기본(머리고기+내장+순대),5,너무 맛있음 수원가서도 먹어보고싶어요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240721
297,선택: 기본(머리고기+내장+순대),5,항상 맛있게 먹고 있습니다,"유통기한꽤 남았어요,포장꼼꼼해요,맛 만족도맛있어요,",20240721
298,선택: 기본(머리고기+내장+순대),5,고기에서 냄새도안나도 국물도 맛있엉ᆢ,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240720
299,선택: 기본(머리고기+내장+순대),5,맛있었고 가성비가 좋았어요,"맛 만족도평범해요,유통기한꽤 남았어요,포장적당해요,",20240720
300,선택: 기본(머리고기+내장+순대),5,국물이 맛있고 깔끔해요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240719
301,선택: 살코기+순대,5,국물이 맛있고 깔끔해요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240719
302,선택: 순대만,5,모두만족스러웠습니다.,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240719
303,선택: 기본(머리고기+내장+순대),4,처음 먹었을때의 맛이 사라지는듯 하네요. 개인적으로 아쉽습니다.,"맛 만족도평범해요,유통기한꽤 남았어요,포장꼼꼼해요,",20240719
304,선택: 살코기+순대,4,맛은 좋았어요. 다만 배송이 너무 늦었었어서 그게 좀 그랬네요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240719
305,선택: 기본(머리고기+내장+순대),5,조아요조아요조아요조아요,"맛 만족도평범해요,유통기한임박상품이에요,포장적당해요,",20240718
306,선택: 살코기+순대,4,맛은 있었는데요... 안에서 나온 이 치실같은 건뭘까요?,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240718
307,선택: 순대만,5,배송도 빠르고좋아요.,"유통기한꽤 남았어요,포장꼼꼼해요,맛 만족도맛있어요,",20240718
308,선택: 기본(머리고기+내장+순대),5,맛있고 잘 포장되어있었습니다,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240718
309,선택: 기본(머리고기+내장+순대),5,저번에 첫구매에 5개 주문하고 요본에는 배송비 안내게끔 10개 구매했네요~ 첫구매때 너무 맛있게 먹어서 할인 들어갔을때 쟁였어요~ 매운걸 좋아해서 여기 순대국을 더 좋아할수밖에 없나봐요~ 맛있게 잘먹겠습니다,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240718
310,선택: 순대만,5,재주문 했습니다.......,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240718
311,선택: 기본(머리고기+내장+순대),5,"맛있어요 맛있어용,","유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240717
312,선택: 기본(머리고기+내장+순대),5,맛있어요.맛있어요.,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240717
313,선택: 기본(머리고기+내장+순대),5,너무나 맛나게 잘먹었습니다. 다음에 또 재구매할게요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240717
314,선택: 기본(머리고기+내장+순대),5,역시나 믿고먹는 국밥,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240717
315,선택: 기본(머리고기+내장+순대),5,여기서 순대볶음 시켜먹었었는데 맛있어서 기억하고 있었어요 순대국도 팔길래 일단 2인분만 주문ㅎㅎ 배송 며칠걸리긴 했지만 오자마자 뚝배기에 끓여먹으니 얼큰하고 잡내도 안나서 맛있었어요ㅎㅎ 굳이 더운데 밖에 안나가고 밀키트로 주문해서 집에서 편하게 먹으니 넘 좋네요~^^,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240716
316,선택: 살코기+순대,5,밖에 나가서 사먹는 것보다도 더 맛있어요! 국물이 진짜 진하고 건더기도 많아서 너무 좋아요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240716
317,선택: 살코기+순대,5,맛있게 잘 먹었습니다,"유통기한꽤 남았어요,포장적당해요,맛 만족도맛있어요,",20240716
318,선택: 기본(머리고기+내장+순대),5,전날 술 먹고 해장 재대로 했어요 맛있어요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240716
319,선택: 기본(머리고기+내장+순대),5,"그냥, 다른거 없어요 무조건 맛잇어요 인생국밥 !","유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240716
320,선택: 기본(머리고기+내장+순대),5,특별한맛은 아니지만 냄새나지않고 육수가 진하고 순대며 머릿고기며 부드럽고 맛있네요! 새우젓이랑 들깨가루 각각 깔끔하게 포장되어있어서 좋아요^^ 남편도 맛괜찮대요! 조리도 간편해요,"유통기한꽤 남았어요,포장꼼꼼해요,맛 만족도맛있어요,",20240716
321,선택: 순대만,5,특별한맛은 아니지만 냄새나지않고 육수가 진하고 순대며 머릿고기며 부드럽고 맛있네요! 새우젓이랑 들깨가루 각각 깔끔하게 포장되어있어서 좋아요^^ 남편도 맛괜챃대요!,"유통기한꽤 남았어요,포장꼼꼼해요,맛 만족도맛있어요,",20240716
322,선택: 살코기+순대,5,맛있습니다 얼큰하구 좋아요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240715
323,선택: 기본(머리고기+내장+순대),5,맛있어요 얼큰하고ㅎㅎ 할인할때 구매하면 더 좋을듯요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240715
324,선택: 살코기+순대,5,국물이 진하고 순대나 고기 품젤에 아주 좋았습니다,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240715
325,선택: 살코기+순대,5,얼큰해요 요즘 여기만 먹음,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240714
326,선택: 살코기+순대,5,"세번째로 삽니다! 개인적으로는 2개 끓여서 다데기, 새우젓 1개씩만 넣어서 먹는게 가장 맛있습니다! 앞으로도 계속 사먹을거 같아요~","유통기한꽤 남았어요,포장꼼꼼해요,맛 만족도맛있어요,",20240714
327,선택: 기본(머리고기+내장+순대),5,"세번째로 삽니다! 개인적으로는 2개 끓여서 다데기, 새우젓 1개씩만 넣어서 먹는게 가장 맛있습니다! 앞으로도 계속 사먹을거 같아요~","유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240714
328,선택: 살코기+순대,3,다 녹아서 와서 냉동실에 넣기 바빴네요.늦게 배송된것도 아닌데ㅠㅡ 그래서 좀 찝찝해요 양념은 처음부터 전부 넣지 마시고 간 봐가면서 넣으세욤,"맛 만족도평범해요,유통기한꽤 남았어요,포장별로예요,",20240714
329,선택: 기본(머리고기+내장+순대),5,별기대 안했는데 너무 맛있음다,"유통기한꽤 남았어요,포장꼼꼼해요,맛 만족도맛있어요,",20240714
330,선택: 기본(머리고기+내장+순대),5,진짜완전마싰습니다!!,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240714
331,선택: 기본(머리고기+내장+순대),3,그냥 뭐 쏘쏘합니다.,"맛 만족도평범해요,유통기한꽤 남았어요,포장꼼꼼해요,",20240713
332,선택: 기본(머리고기+내장+순대),5,맛있어서 재주문 합니다,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240713
333,선택: 기본(머리고기+내장+순대),5,양도많고 완전 맛있어요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240713
334,선택: 기본(머리고기+내장+순대),5,"조리하기 편하고 양도 푸짐하네요. 배달 시키는거 보다 훨씬 좋네요, 또 주문하러 올께요","유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240713
335,선택: 기본(머리고기+내장+순대),5,맛있어요 ㅎㅎ 0뷰리뷰로 주문이 폭주해서 배송까지 오래 걸렸지만 괜찮았습니다,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240713
336,선택: 기본(머리고기+내장+순대),5,정사이즈에요 ~~~~~!,"유통기한꽤 남았어요,포장적당해요,맛 만족도맛있어요,",20240713
337,선택: 기본(머리고기+내장+순대),5,5번째 재주문입니다 잘 먹고있습니다,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240713
338,선택: 살코기+순대,5,매콤하고 깔끔합니다 딱 제 입맛에 맞네요.,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240712
339,선택: 기본(머리고기+내장+순대),5,안전하게 배송되었습니다. 맛있어서 재구매했어요.,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240712
340,선택: 기본(머리고기+내장+순대),5,고기랑 순대도 양 많고 맛있네요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240712
341,선택: 순대만,5,맛있게 잘 먹어서 재구매 제품입니다. 다 먹으면 또 구먀 할 생각입니다.,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240712
342,선택: 살코기+순대,5,재구매 제품 입니다. 가족 전부 맛있게 잘 먹어서 또 구매했습니다. 냉동고 한쪽 최애 식품으로 저장해놓고 먹어요.,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240712
343,선택: 기본(머리고기+내장+순대),5,잡내없이 맛있어요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240711
344,선택: 살코기+순대,5,잡내없이 맛있어요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240711
345,선택: 기본(머리고기+내장+순대),5,비싸지만 맛은 좋습니다,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240711
346,선택: 살코기+순대,5,신랑도 인정 한 맛 굿,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240711
347,선택: 기본(머리고기+내장+순대),5,친구 추천으로 구매 완료 재구매 100 와우~ 시장근처인데도 더더더 맛나네요!!!! 냄새 없는게 너무 좋아요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240711
348,선택: 기본(머리고기+내장+순대),5,맛과 다른 포장상태등 다 모두 좋았습니다. 다만 고추 채썰어둔걸 다대기랑 같이 넣어서 와서 다대기만 넣고싶은데 고추가 같이 투입되서 조금 아십쓰.,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240711
349,선택: 기본(머리고기+내장+순대),5,밀키트 맛잇다고 보고 구매했는데 배송기간은 좀 걸렸지만 맛잇네요 . 다만 사용법데로 양념 다넣으면 많이 매워요 조절하셔서 넣으세요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240710
350,선택: 살코기+순대,5,밀키트 맛잇다고 보고 구매했는데 배송기간은 좀 걸렸지만 맛잇네요 . 다만 사용법데로 양념 다넣으면 많이 매워요 조절하셔서 넣으세요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240710
351,선택: 기본(머리고기+내장+순대),5,맛있어요! 순대가 넉넉하고 고기도 많습니다. 국물도 좋아요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240710
352,선택: 기본(머리고기+내장+순대),4,순댓국 맛있게 잘 먹었습니다!,"맛 만족도평범해요,유통기한꽤 남았어요,포장적당해요,",20240710
353,선택: 기본(머리고기+내장+순대),5,양이 많고 맛있습니다,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240710
354,선택: 살코기+순대,5,맛있게먹고있습니다.다음에또주문할게요.수고하세요.,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240710
355,선택: 기본(머리고기+내장+순대),5,너무맛있게먹고있습니다.다음에또시킬게요.수고하세요.,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240710
356,선택: 살코기+순대,5,얼큰해요 매우신거 못드시는 분 조심,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240710
357,선택: 살코기+순대,5,생각보다 많이 얼큰해요 매운거 못드시는분 조심하세요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240710
358,선택: 살코기+순대,5,응식 퀄리티가 매우 높아요 맛 정말정말 좋아요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240709
359,선택: 살코기+순대,5,상품 잘 받았습니다,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240709
360,선택: 기본(머리고기+내장+순대),5,상품 잘 받았습니다,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240709
361,선택: 순대만,5,상품 잘 받았습니다~,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240709
362,선택: 기본(머리고기+내장+순대),5,매콤하고 아주 맛잇습니다. 맵기조절은 청양고추로 하면 될듯 청양고추 다빼면 많이 안맵습니다,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240709
363,선택: 기본(머리고기+내장+순대),5,먹자마자 3개 더 시켰어요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240709
364,선택: 살코기+순대,5,맛있어요 재구매 의사 있어요^^,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240708
365,선택: 기본(머리고기+내장+순대),5,매콤하니 맛있어요 재구매 할께요,"유통기한꽤 남았어요,포장꼼꼼해요,맛 만족도맛있어요,",20240708
366,선택: 기본(머리고기+내장+순대),4,후기가 엄청좋아서 주문 포장도 배송도 좋은데 막후기처럼 리얼하게 맛있는건 잘모르겠어요 여튼 잘먹었읍니다,"맛 만족도평범해요,유통기한꽤 남았어요,포장적당해요,",20240708
367,선택: 살코기+순대,5,매콤 얼큰하니 크어소리가 자동으로 나오네요 맛있습니다,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240708
368,선택: 기본(머리고기+내장+순대),5,매콤 얼큰한게 속시원하니 아주 좋습니다 크어소리 자동으로 나오네요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240708
369,선택: 살코기+순대,5,저는 배달 받자 마자 바로 먹을거라 상관은 없었지만 제품이나 얼음팩이 다 녹아서 미지근 하더라구요… 여름인데 살짝 불안했어요 ㅎ,"유통기한아주 넉넉해요,포장별로예요,맛 만족도맛있어요,",20240707
370,선택: 기본(머리고기+내장+순대),5,진짜 너무 맛있어요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240707
371,선택: 기본(머리고기+내장+순대),5,너무 맛있어서 재구매했음,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240707
372,선택: 기본(머리고기+내장+순대),5,순대국이 다 거기서 거기지 하면서 워낙 좋아하는 메뉴라 안가본 곳 없이 보이기만 하면 다녔던 제게 50이 다 된 나이에 최애 순대국입니다.찐 정말 얼큰하고 시원하고..해장 지대로입니다.재구매 각입니다,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240707
373,선택: 살코기+순대,4,지난번에는 머릿고기 들어있는걸로 먹어봤는데 맛있더라구요. 요번에는 살코기+순대로 구입해봤어요. 살코기양도 많고 역시나 푸짐하네요. 잡냄새 전혀없구요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240707
374,선택: 살코기+순대,5,언제먹어도 맛있어요,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240707
375,선택: 기본(머리고기+내장+순대),5,역시나 맛있다. 한편으로는 김치도 같이 주거나 팔았음 좋겠다.,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240707
376,선택: 기본(머리고기+내장+순대),5,진짜 맛있게 잘 먹었어요! 냉동보관하면 되니까 너무 편하네요!,"유통기한아주 넉넉해요,포장꼼꼼해요,맛 만족도맛있어요,",20240706
377,선택: 기본(머리고기+내장+순대),5,오래걸려받았지만맛나게먹음,"유통기한꽤 남았어요,포장꼼꼼해요,맛 만족도맛있어요,",20240706
